STT;SBD;GioiTinh;KV;HocLuc;HanhKiem;DTBLop12;MaHuyen;MaTruongPT;TO;VA;LI;HO;SI;SU;DI;GDCD;NN;
265;37000265;Nu;2;Kha;Tot;8,5;01;003;7,8;8,5;;;;7,75;7,75;9;9,2;
266;37000266;Nu;;Gioi;Tot;9,1;01;003;8,6;8,5;;;;7;8;8,75;9,6;
267;37000267;Nu;2;Kha;Tot;7,8;01;003;8,6;6,25;7,5;6,25;4,75;;;;6;
268;37000268;Nam;;Kha;Tot;6,7;01;052;3;5,5;;;;5;7,5;;;
269;37000269;Nu;2;Gioi;Tot;8,1;01;003;8,2;6,75;7,25;8,5;4;;;;4,8;
270;37000270;Nu;2;Gioi;Tot;8,6;01;003;9,2;7;5,5;8,75;9;;;;9,2;
271;37000271;Nam;;Kha;Tot;6,6;01;052;1,6;5;;;;4,75;7;;;
272;37000272;Nu;2;Gioi;Tot;8,5;01;003;9;7,25;;;;4,75;6,75;8,75;8,2;
273;37000273;Nu;2;Gioi;Tot;8,8;01;003;8,6;6,75;9;8,5;5,75;;;;6,2;
274;37000274;Nu;2;Gioi;Tot;8,2;10;003;8,2;6,5;4,75;5,25;7;;;;7,8;
275;37000275;Nam;2;Gioi;Tot;8,5;01;003;9,2;5,25;6;9,25;4,25;;;;8,2;
276;37000276;Nam;2;Gioi;Tot;8,3;01;003;8,2;5,75;8;4,5;5,25;;;;8,2;
277;37000277;Nam;2;Gioi;Tot;8,1;01;003;8,6;5,5;3,5;9;7,25;;;;5,6;
278;37000278;Nam;2;Gioi;Tot;8;01;003;8,6;4,5;8,75;5,25;4,5;;;;9;
279;37000279;Nu;;Kha;Tot;7,1;01;052;5,8;5,5;;;;4,75;6,75;;;
280;37000280;Nu;2;Gioi;Tot;8,6;01;003;8,4;8,5;;;;4,25;7;7,75;8,6;
281;37000281;Nu;2;Gioi;Tot;8,8;01;003;9,6;4;8,25;9,75;4,75;;;;8;
282;37000282;Nu;2;Gioi;Tot;8,6;01;003;8,6;5,75;4,5;8;6,75;;;;6,8;
283;37000283;Nu;2;Gioi;Tot;9,1;01;003;8,2;7,25;7,5;7,75;8,25;;;;10;
284;37000284;Nu;2;Gioi;Tot;8,5;11;003;8,8;6;7,75;8,75;3,25;;;;6,8;
285;37000285;Nu;2;Gioi;Tot;8,6;10;003;9;8,25;5,25;7,25;5;;;;8,4;
286;37000286;Nu;2;Gioi;Tot;8,9;06;003;9;8,5;6,75;8;8,25;;;;9,2;
287;37000287;Nu;2;Gioi;Tot;9,1;01;003;9;7,5;;;;5,75;7,25;9;9;
288;37000288;Nu;2;Gioi;Tot;8,2;01;003;8;7,25;;;;4,5;6,75;7,25;8,6;
289;37000289;Nu;2;Gioi;Tot;9;01;003;9,4;7,75;8,25;6;7,5;;;;9,6;
290;37000290;Nu;2;Gioi;Tot;8,9;01;003;8,2;8,5;;;;6;8,25;7,75;8;
291;37000291;Nu;2;Gioi;Tot;8,5;06;003;9,4;8;7,75;6;4,5;;;;9,4;
292;37000292;Nu;;Gioi;Tot;9;01;003;8,6;7,75;7,25;7;7,5;;;;9,4;
293;37000293;Nu;2;Gioi;Tot;8,5;01;003;7,4;7,5;;;;8,25;9;9,25;7,6;
294;37000294;Nu;2;Gioi;Tot;8,3;01;003;7,8;7,75;;;;8,5;8,25;8,75;8;
295;37000295;Nu;;Trung binh;Kha;6,7;01;052;5,8;2,75;;;;5;;;;
296;37000296;Nam;2;Kha;Tot;8;01;003;9;5,25;8,25;4,5;4;;;;6,2;
297;37000297;Nam;2;Gioi;Tot;8,1;01;003;8,4;5,5;8;5;5,75;;;;9;
298;37000298;Nu;;Kha;Tot;7,4;01;052;7,2;6,75;;;;5,25;8;;;
299;37000299;Nu;2;Gioi;Tot;8,3;01;003;9,2;6;7,75;8;3;;;;5,6;
300;37000300;Nam;2;Gioi;Tot;8,4;01;003;8,6;7,5;5,75;7;7;;;;9,4;
301;37000301;Nam;2;Kha;Tot;7,8;01;052;4,8;5,5;4,75;4,5;5,25;;;;;
302;37000302;Nu;2;Gioi;Tot;8,8;01;003;7,4;7;;;;6,5;8,25;8,75;9,4;
303;37000303;Nam;2;Gioi;Tot;8;01;003;9;5,5;8;8,75;7,5;;;;8,2;
304;37000304;Nam;2;Kha;Tot;7,9;01;003;8,2;5,5;7,75;7,75;3,5;;;;5,6;
305;37000305;Nam;2;Gioi;Tot;8,5;10;052;3,6;6,25;;;;8,75;7,75;;;
306;37000306;Nam;2;Gioi;Tot;8,6;01;003;9;4;7,5;7,75;5,75;;;;6,2;
307;37000307;Nam;2;Gioi;Tot;8,6;11;003;9;6;8;7,25;5,75;;;;9,6;
308;37000308;Nu;2;Gioi;Tot;8,6;01;003;9;4,5;6,25;7,25;4,75;;;;9,2;
309;37000309;Nam;2;Gioi;Tot;8,3;10;003;8,8;5;8,75;8,5;5,25;;;;5,4;
310;37000310;Nam;2;Gioi;Tot;8,5;01;003;9;6;8,25;5,25;5,5;;;;9,4;
311;37000311;Nam;2;Kha;Kha;6,9;01;052;7,8;5,75;;;;3,5;5,75;;5,4;
312;37000312;Nu;2;Gioi;Tot;8,9;01;003;8;7,5;;;;9,5;8,25;9,5;8,4;
313;37000313;Nam;2;Gioi;Tot;8,3;08;003;9,2;5,75;8,75;4,75;5,25;;;;9,2;
314;37000314;Nam;2;Kha;Tot;7,2;01;052;7,6;5,75;;;;6,5;6,5;;3;
315;37000315;Nu;2;Gioi;Tot;8,5;01;003;9,2;6,5;8,5;8,75;4,5;;;;7,8;
316;37000316;Nu;2;Gioi;Tot;8,6;01;003;8,8;5,5;8;5,25;5,25;;;;8,4;
317;37000317;Nam;2;Gioi;Tot;8,6;01;003;8,4;4,75;7,75;3,75;7;;;;8,6;
318;37000318;Nu;2;Gioi;Tot;8,7;01;003;8,8;6,75;7,75;7,25;5;;;;8,2;
319;37000319;Nam;2;Gioi;Tot;8,5;01;003;9;5;8;6,25;4,25;;;;8,6;
320;37000320;Nu;2;Gioi;Tot;8,7;01;003;8,8;7,75;;;;7,25;6;8,75;9,4;
321;37000321;Nam;2;Gioi;Tot;8,4;10;003;9,4;5,5;2,75;9,25;9,25;;;;4,6;
322;37000322;Nam;2;Gioi;Tot;8,7;01;003;8,6;6;7,75;7,75;7,25;;;;8,6;
323;37000323;Nam;2;Gioi;Tot;8,2;01;003;8,6;6;2,25;9;7;;;;4,2;
324;37000324;Nam;2;Gioi;Tot;8,6;01;003;9,2;7,25;6,5;8,5;9;;;;7,6;
325;37000325;Nam;;Kha;Kha;7,1;01;052;7;5,5;;;;6,5;7;;;
326;37000326;Nam;;Trung binh;Kha;7;01;052;2,4;3,25;;;;3;5,25;;;
327;37000327;Nam;;Kha;Kha;7,3;10;052;4,6;6,5;;;;7,25;8;;;
328;37000328;Nam;;Kha;Tot;6,8;01;052;2,4;3,25;;;;3,75;3,5;;;
329;37000329;Nam;;Kha;Kha;6,6;10;052;2,6;4,25;;;;4;6;;;
330;37000330;Nu;2;Gioi;Tot;9,3;01;003;9;8,25;;;;5,5;6,75;9,75;8,8;
331;37000331;Nu;;Kha;Tot;7,4;01;052;4,2;6,25;;;;6;6,75;;;
332;37000332;Nam;2;Kha;Tot;8;11;002;8,6;6,75;8;8;4;;;;6,2;
333;37000333;Nam;1;;;;04;900;3,8;6;;;;6;;;;
334;37000334;Nu;2;Kha;Tot;7,8;01;002;7,4;5,75;6,5;3;5,75;;;;3,8;
335;37000335;Nam;2;Kha;Tot;7,6;01;002;8,2;7;7,75;4;4,25;;;;5,2;
336;37000336;Nam;1;;;;07;900;7,4;6;;;;7,75;;;;
337;37000337;Nu;2;Kha;Tot;8,1;01;002;8,4;7,75;7,75;5;7,25;;;;7,6;
338;37000338;Nam;2;Kha;Tot;7,6;01;002;7,2;6,5;6;4,75;5;;;;7;
339;37000339;Nu;;Trung binh;Tot;6,5;01;002;4,8;;;;;5;;;4,6;
340;37000340;Nam;;Kha;Tot;7,6;01;002;7,2;5,75;;;;7,5;7,25;9,25;3,8;
341;37000341;Nu;2;Kha;Tot;7,7;01;002;7,6;6,25;6,75;4,75;4,25;;;;6,6;
342;37000342;Nu;2;Kha;Tot;8,1;01;002;8,8;6,25;8;7,75;5,5;;;;2,8;
343;37000343;Nu;2;Gioi;Tot;8;01;002;7,6;7,5;;;;4,5;5,75;7;6;
344;37000344;Nam;2NT;;;;06;900;6,8;6;;;;6,5;;;;
345;37000345;Nam;2;;;;10;900;3;4;;;;4;;;;
346;37000346;Nam;1;;;;01;900;7;7;;;;9,25;;;;
347;37000347;Nam;2;Kha;Tot;7,8;01;002;7,8;4,25;6,25;8,25;6,75;;;;6,6;
348;37000348;Nu;2;Kha;Tot;7,1;01;002;5,4;5;;;;4,75;5,5;5,25;4,2;
349;37000349;Nam;2;Gioi;Tot;8,4;01;002;8,4;6,25;;;;8,5;8,25;9,5;7,6;
350;37000350;Nam;1;Kha;Tot;7,5;09;002;8,8;4,75;7;3;4,25;;;;5,2;
351;37000351;Nam;2;Kha;Tot;7;01;002;6;6,25;;;;3,25;5,5;8,25;4,2;
352;37000352;Nam;2;Kha;Tot;6,9;01;002;7,6;6,25;;;;5,75;5,75;7,75;5,8;
353;37000353;Nam;2;Kha;Tot;8,1;01;002;7,6;6,75;7,25;3,75;4,5;;;;7,4;
354;37000354;Nam;2;;;;10;900;6,4;6,5;;;;5,5;;;;
355;37000355;Nam;2;Kha;Tot;7,6;01;002;7,8;6;8;6,25;5,25;;;;4,6;
356;37000356;Nam;2;Kha;Tot;7,4;01;002;8,6;5,25;8;6,75;4,25;;;;3,2;
357;37000357;Nam;2;Kha;Tot;7,1;01;002;7;3,5;7;4;4;;;;6,2;
358;37000358;Nam;;Kha;Tot;7,3;01;002;3,4;6,5;;;;5,25;5,5;7,75;4;
359;37000359;Nam;2;Trung binh;Kha;6,1;01;002;;5,75;;;;3,5;5,25;7,5;4,6;
360;37000360;Nu;2;Kha;Tot;7,3;01;002;5,8;7,25;;;;3;7,25;6;4,4;
361;37000361;Nam;2;Kha;Tot;7,5;01;002;5,4;5;4,25;6,5;3,5;;;;4,8;
362;37000362;Nam;2;Kha;Kha;7,4;01;002;6,6;7,75;;;;5;6,25;7,25;6,2;
363;37000363;Nu;2;Kha;Tot;8,2;01;002;7,4;6,5;;;;8,5;8,5;9;5,6;
364;37000364;Nam;2;Kha;Tot;7,3;01;002;8;4,5;7,5;4,25;3,5;;;;6,4;
365;37000365;Nu;2;Kha;Tot;7,6;01;002;6,6;7;;;;5;8;7,5;7,6;
366;37000366;Nam;2;;;;01;900;3,2;;2,25;;;;;;1,6;
367;37000367;Nam;2;Kha;Tot;7,8;01;002;8;7,25;5;7,5;4;;;;5,8;
368;37000368;Nu;2;Kha;Tot;7,9;01;002;7,8;8,25;;;;4,5;8;7,75;6,2;
369;37000369;Nam;2;;;;01;900;5;5,25;;;;3,5;;;;
370;37000370;Nam;2;Kha;Tot;7,8;01;002;6,2;6,25;;;;8;7,5;9;6;
371;37000371;Nu;2;Kha;Tot;7,7;01;002;7,8;4,75;;;;5,25;6,25;8,75;5,2;
372;37000372;Nam;2;;;;05;003;9,4;;;9,25;8,75;;;;;
373;37000373;Nam;2;;;;01;900;3,6;;3;;;;;;2,6;
374;37000374;Nu;2;Kha;Tot;7,5;04;002;6,4;7,25;6,25;4,75;5,75;;;;4,6;
375;37000375;Nu;2;Kha;Tot;7,7;01;002;6,8;7;4,5;6,75;6,25;;;;5,4;
376;37000376;Nu;2;Kha;Tot;8;01;002;8;7,5;;;;6;6,5;9;4,6;
377;37000377;Nu;2;Kha;Tot;7,6;01;002;6,2;8;;;;3,75;5,75;8;5;
378;37000378;Nu;2;Kha;Tot;7,5;01;002;5,2;6,5;;;;4,75;5,5;8;4,2;
379;37000379;Nam;2;Kha;Tot;7,9;01;002;9;7,25;8,5;7,5;6,75;;;;4,6;
380;37000380;Nam;2;Kha;Tot;7,4;01;002;8,2;4,25;6,75;4,25;6,25;;;;6;
381;37000381;Nam;1;;;;06;900;5,4;5,25;;;;8;;;;
382;37000382;Nam;2;;;;10;900;7;6,75;;;;5,25;;;;
383;37000383;Nam;2NT;;;;05;900;8;7,25;;;;8;;;;
384;37000384;Nam;2;Kha;Tot;7,8;01;002;7,6;7,5;7,25;3,25;2,5;;;;7,6;
385;37000385;Nam;1;;;;04;900;7,8;7,75;;;;9;;;;
386;37000386;Nam;2;;;;01;900;7,4;6,5;;;;6,5;;;;
387;37000387;Nam;1;Kha;Tot;7,8;01;002;8,8;4,75;7,75;5,25;4;;;;4,4;
388;37000388;Nu;2;Kha;Tot;7,4;01;002;7;7;;;;4;5,25;5,5;5;
389;37000389;Nam;1;;;;07;900;4;5,5;;;;7,75;;;;
390;37000390;Nam;2;Kha;Tot;6,8;01;002;8,4;4,75;7,75;7,5;5,75;;;;4,4;
391;37000391;Nam;2;Kha;Tot;7,6;01;002;7,2;6;7,5;4,25;4;;;;6,2;
392;37000392;Nam;2;;;;10;900;7,6;;5,5;;;;;;5;
393;37000393;Nam;2NT;;;;08;900;8,8;;8,5;;;;;;5,8;
394;37000394;Nam;2;Kha;Tot;7,7;01;002;8,4;5,75;;;;5,5;7,25;7,5;6;
395;37000395;Nu;1;;;;06;027;7,8;;5,25;7,75;4;;;;;
396;37000396;Nu;2;Kha;Tot;7,8;01;002;8;5;8;7,25;7,25;;;;5,6;
397;37000397;Nu;2;Kha;Tot;7,4;01;002;8,6;5,5;8,5;7,75;6,25;;;;4,4;
398;37000398;Nu;2;Kha;Tot;8;01;002;7,2;6,75;;;;4,5;7,25;9;4,8;
399;37000399;Nu;2;Kha;Tot;7,3;01;002;6,6;7,25;;;;7,25;6;8;3,4;
400;37000400;Nu;2;Gioi;Tot;8;01;002;4,8;6;;;;4,5;7;7,5;5,8;
401;37000401;Nu;2;Kha;Tot;7,8;01;002;7,4;5,5;;;;5,5;6,75;7,5;5,4;
402;37000402;Nu;2;Kha;Tot;7,7;01;002;7,8;6,75;;;;3,75;6,75;7,5;6,4;
403;37000403;Nam;2;;;;01;900;3,4;;1,5;;;;;;2,4;
404;37000404;Nam;1;;;;03;900;6,6;6;;;;6;;;;
405;37000405;Nam;2;;;;10;003;9,2;;;8,5;9,5;;;;;
406;37000406;Nam;2;Kha;Tot;7,6;01;002;7,4;7,25;7,75;4;5;;;;6,6;
407;37000407;Nam;2;Kha;Tot;7,3;01;002;7;8,25;;;;6,25;7,25;7,5;7;
408;37000408;Nam;2NT;;;;04;900;5,4;;3,75;4,75;;;;;;
409;37000409;Nam;2;;;;01;900;4,6;4,25;;;;2,5;;;;
410;37000410;Nam;2NT;;;;08;900;6;4,25;;;;7,25;;;;
411;37000411;Nam;2;;;;01;900;6,8;7,25;;;;;;;4,8;
412;37000412;Nam;2;Kha;Tot;7,3;01;002;8,2;7,75;7,75;3;3,75;;;;4,4;
413;37000413;Nu;1;;;;04;014;7,8;7,5;;;;;;;5,6;
414;37000414;Nu;2;Gioi;Tot;8,6;01;002;8,6;7,5;;;;5,75;8,25;8,75;6;
415;37000415;Nu;2;Kha;Tot;7,4;01;002;7,2;7;5;7,5;4,5;;;;5,2;
416;37000416;Nu;2;Kha;Tot;7,7;01;002;4,8;6;;;;3,25;6,25;7;2,4;
417;37000417;Nu;2;Kha;Tot;7,6;01;002;7,4;6,5;;;;7;7,25;8,25;8,2;
418;37000418;Nu;2;Kha;Tot;8,2;01;002;7,4;7,5;7,75;5,75;6;;;;6,6;
419;37000419;Nu;2;Kha;Tot;7,7;01;002;7,6;6,75;;;;5;6;6,75;4,2;
420;37000420;Nam;2NT;;;;04;900;3,6;6,75;;;;3,25;;;;
421;37000421;Nam;1;;;;04;900;3,4;6;;;;4,5;;;;
422;37000422;Nam;2NT;;;;06;900;8,4;8;;;;9,75;;;;
423;37000423;Nam;2;Kha;Tot;7;01;002;4,8;5,75;5,75;3,5;5,25;;;;3,6;
424;37000424;Nam;2;Kha;Tot;6,8;01;002;8,2;5,25;4;6,25;5,5;;;;7,6;
425;37000425;Nam;2;Kha;Tot;7,7;01;002;6,2;6,25;;;;5,25;7;8,25;6,6;
426;37000426;Nam;2;Kha;Tot;7,7;01;002;8,4;5;7,25;7,5;5;;;;5,6;
427;37000427;Nam;2;Kha;Tot;7,1;01;002;8;4,75;7,25;7,5;4;;;;4;
428;37000428;Nam;2;Kha;Tot;7,9;01;002;8,4;4,75;7,25;6,75;7,25;;;;7,2;
429;37000429;Nam;2;Kha;Tot;7,4;01;002;8,2;4,25;7,5;6,5;4,5;;;;6,4;
430;37000430;Nam;2;Kha;Tot;7,7;01;002;8,6;5;8,25;7,25;5;;;;7,6;
431;37000431;Nam;2;Gioi;Tot;8,2;01;002;8,6;6;7,5;7,25;4,5;;;;4,8;
432;37000432;Nam;1;;;;06;900;8,2;5;;;;5,75;;;;
433;37000433;Nam;1;;;;02;900;2,8;3,75;;;;3,75;;;;
434;37000434;Nam;2;Trung binh;Tot;6,9;01;002;7,2;5,5;6,5;7;3;;;;3,8;
435;37000435;Nam;2;Kha;Tot;7,8;01;002;7,6;5,75;7,5;2,5;4,25;;;;5,8;
436;37000436;Nam;2;Kha;Tot;7,3;01;002;7,2;5,75;6,75;4,5;4,75;;;;4,6;
437;37000437;Nam;2;;;;06;900;5,2;5,5;;;;5;;;;
438;37000438;Nam;2;Kha;Tot;7,8;01;002;9;6;8,75;7,25;6,25;;;;8,2;
439;37000439;Nam;2NT;;;;04;900;2,8;;1,75;;;;;;2,8;
440;37000440;Nam;2;Kha;Tot;7,7;01;002;8,2;6,5;;;;4,75;7,25;8,25;5,6;
441;37000441;Nam;2;Kha;Tot;7,6;01;002;7,2;6;;;;4,75;7,75;7,75;8,2;
442;37000442;Nam;2;Kha;Tot;7,2;01;002;7,8;5,75;6,25;4,25;4;;;;6,4;
443;37000443;Nam;2NT;;;;11;900;7,6;5,75;;;;7;;;;
444;37000444;Nam;2;Kha;Tot;7,4;01;002;7,2;6,25;6;6,5;3;;;;5,6;
445;37000445;Nam;2;Gioi;Tot;8;01;002;8,6;6;7,75;5,5;4,75;;;;6,2;
446;37000446;Nam;2NT;;;;06;900;5,4;5,5;;;;6,5;;;;
447;37000447;Nam;1;;;;07;900;4,6;5,75;;;;6,25;;;;
448;37000448;Nam;2NT;;;;08;900;6,6;6;;;;6,25;;;;
449;37000449;Nam;2NT;;;;08;021;8;;6,5;6,25;;;;;;
450;37000450;Nu;2NT;;;;08;021;6,8;;;6,75;7,25;;;;;
451;37000451;Nam;2NT;;;;03;900;6,6;5;;;;6;;;;
452;37000452;Nam;2NT;;;;04;900;7;7,75;;;;7,75;;;;
453;37000453;Nu;2;Kha;Tot;7,6;01;002;7,2;6,5;;;;5,75;6,25;8,25;6,6;
454;37000454;Nu;2;Gioi;Tot;8,1;01;002;5,6;7,25;;;;5,25;7,25;8,75;5,6;
455;37000455;Nu;2;Kha;Tot;8,1;01;002;9,2;6,75;7,25;4,5;3,75;;;;6,6;
456;37000456;Nam;1;;;;10;900;2,8;5;;;;2,5;;;;
457;37000457;Nu;2;Kha;Tot;7,7;01;002;6,6;5,75;6,75;7,5;3,5;;;;4;
458;37000458;Nam;1;;;;05;900;7,6;;6,25;;;;;;4,4;
459;37000459;Nam;1;;;;05;900;3;;2,25;;;;;;2,6;
460;37000460;Nam;2;Trung binh;Tot;7,3;01;002;6;5,5;;;;5,25;7,5;8;4;
461;37000461;Nam;2;;;;01;900;8;;6,5;;;;;;3,2;
462;37000462;Nu;2;Gioi;Tot;8,1;01;002;8,6;6,5;7,25;8,5;5,75;;;;4;
463;37000463;Nam;2;;;;11;003;8,4;6,75;;;;;;;5,2;
464;37000464;Nam;2;Kha;Tot;7,2;01;002;8,6;4,75;;;;8,25;6,75;9,25;6;
465;37000465;Nam;1;;;;08;900;7,8;5,25;;;;8,25;;;;
466;37000466;Nu;2;Kha;Tot;8,1;18;002;6,8;7,25;;;;4,75;6,25;7,5;5,6;
467;37000467;Nu;2;Kha;Tot;7,6;04;002;7,2;6,5;;;;5,75;6;7;4,2;
468;37000468;Nu;2;Kha;Tot;8,2;01;002;8,2;7;7;7,75;5;;;;3,8;
469;37000469;Nu;2;Gioi;Tot;8,2;01;002;8;6,75;7,5;7,75;5,5;;;;6,4;
470;37000470;Nu;2;Kha;Tot;8;01;002;6,2;3,5;;;;3,5;6,5;8,75;5;
471;37000471;Nu;2;Gioi;Tot;8;01;002;7;7,5;;;;3,75;7,75;8,5;6,2;
472;37000472;Nu;;Kha;Tot;8;01;002;6,2;5,75;;;;3,75;6;6,75;6;
473;37000473;Nu;;Kha;Tot;7,9;01;002;8,2;6,75;;;;5,25;8;9;7;
474;37000474;Nu;2;Gioi;Tot;8,2;01;002;7,8;6,25;;;;6;8,25;8,5;6,2;
475;37000475;Nu;2;Kha;Tot;7,8;01;002;7;5;7,75;5;4,75;;;;6,4;
476;37000476;Nam;1;;;;02;900;5,2;;5,75;4;;;;;;
477;37000477;Nu;2;Kha;Tot;7,8;01;002;6,4;6,75;;;;2;6;7,5;4,4;
478;37000478;Nam;2NT;;;;05;900;7,6;7,5;;;;8,75;;;;
479;37000479;Nam;2;Gioi;Tot;8,3;01;002;9;5,5;9;8,5;5;;;;4,8;
480;37000480;Nam;2;Kha;Tot;7,1;01;002;8,4;4;8,5;7,25;4,25;;;;4,4;
481;37000481;Nam;1;;;;06;027;5,8;6,25;;;;;;;5,6;
482;37000482;Nam;2;Kha;Tot;8;01;002;7,8;7,75;;;;5,75;6,75;8,25;7,8;
483;37000483;Nu;2;Kha;Tot;7,6;01;002;6,8;7;;;;3,75;5,75;8,5;4,4;
484;37000484;Nu;2;Kha;Tot;8;01;002;9;6,5;7,75;3,75;6;;;;5,6;
485;37000485;Nu;1;Kha;Tot;8;05;002;7,2;7,25;;;;5,25;7,5;7,5;4,4;
486;37000486;Nu;1;Kha;Tot;7,6;09;002;7,8;8;;;;4,5;8;9;4,8;
487;37000487;Nam;1;;;;22;900;2,4;6,75;;;;4,75;;;;
488;37000488;Nu;2;Kha;Tot;8,4;01;002;8,6;7,25;;;;5,75;8;8,5;7;
489;37000489;Nam;1;Kha;Tot;7,1;01;002;5,8;5,75;;;;3,75;6,75;8,5;4,2;
490;37000490;Nam;2;Kha;Tot;7,3;01;002;9;5,75;;;;4,75;5,25;8,25;7,8;
491;37000491;Nam;2NT;;;;11;900;6,2;5;;;;7,25;;;;
492;37000492;Nam;2NT;;;;05;900;3,4;7;;;;;;;5;
493;37000493;Nam;2;Gioi;Tot;8,8;01;002;9,2;6;8,5;8,5;6,5;;;;6,8;
494;37000494;Nu;2;Kha;Tot;7,6;01;002;7,4;7;;;;3,5;6,75;8,25;6,6;
495;37000495;Nu;2;Kha;Tot;7,9;01;002;7,8;8;;;;6,5;5,25;8,5;5,8;
496;37000496;Nam;2NT;;;;08;900;2,6;6,5;;;;7,5;;;;
497;37000497;Nam;2;Kha;Tot;7,7;01;002;8,4;6,25;7,5;5,5;3,75;;;;5,4;
498;37000498;Nam;2;Kha;Tot;7,6;01;002;8,2;5,25;7,75;7,75;5,5;;;;5,2;
499;37000499;Nam;2NT;;;;05;900;8,8;5,25;;;;8;;;;
500;37000500;Nam;2;Trung binh;Tot;7,1;01;002;7;4,5;6,25;4,75;4,25;;;;7;
501;37000501;Nam;1;;;;07;900;4,4;4,5;;;;3,5;;;;
502;37000502;Nam;2NT;;;;05;900;7,6;5;;;;6;;;;
503;37000503;Nam;1;;;;03;900;4,4;5,5;;;;4;;;;
504;37000504;Nam;2NT;;;;11;900;7,4;7;;;;9,25;7;8,25;;
505;37000505;Nam;2;Kha;Tot;6,9;01;002;5,8;6,25;;;;4,5;7;8;4,8;
506;37000506;Nam;1;Kha;Tot;6,8;01;002;2,8;6;;;;4;6;7,25;3,2;
507;37000507;Nam;2;Kha;Tot;7,7;01;002;8,6;6;;;;3,5;5,5;8;5,2;
508;37000508;Nam;2;;;;01;900;3,2;4,25;;;;3,5;;;;
509;37000509;Nam;2;Kha;Tot;7,6;01;002;7,2;7,25;;;;4,25;7,25;9;6,4;
510;37000510;Nam;2;Kha;Tot;7,2;01;002;5,8;6,75;;;;4,75;6;7,5;5,2;
511;37000511;Nam;1;;;;06;900;2,6;3,75;;;;2,75;;;;
512;37000512;Nam;2;Trung binh;Tot;6,8;01;002;8,8;5,5;7,75;7,5;4,5;;;;3,6;
513;37000513;Nam;2;;;;10;900;9;;9,25;8,25;;;;;;
514;37000514;Nam;2;Kha;Tot;8;01;002;8;7,25;;;;5,5;8;9,5;7;
515;37000515;Nam;1;;;;04;900;9,4;8,5;;;;9,75;;;;
516;37000516;Nam;2;Kha;Tot;7,8;01;002;7,4;7,25;;;;6,5;8;9;5,6;
517;37000517;Nam;2;;;;01;900;7,8;6,25;;;;6,25;;;;
518;37000518;Nam;2;;;;01;900;4,4;5,25;;;;4,5;;;;
519;37000519;Nam;2;;;;01;900;4;4,25;;;;4,75;;;;
520;37000520;Nam;2;Kha;Tot;7,9;01;002;8;5,75;2,75;8;7,75;;;;7,6;
521;37000521;Nam;2;;;;01;900;3,2;4,5;;;;3,75;;;;
522;37000522;Nu;2;Kha;Tot;7,5;01;002;8,4;7,25;5,5;7,5;3,75;;;;5,2;
523;37000523;Nam;1;;;;05;900;4,6;;2,5;3;;;;;;
524;37000524;Nam;2;Trung binh;Tot;7,1;01;002;6,6;7,25;;;;4,5;4,75;7;6,4;
525;37000525;Nam;;Kha;Tot;7,2;01;002;6,4;6,25;;;;4,5;6,75;7,25;5,8;
526;37000526;Nam;2;Kha;Tot;7,5;01;002;7,8;7,5;5,5;3,25;5,5;;;;7,4;
527;37000527;Nam;2;Kha;Tot;7,9;01;002;8;6,5;7,25;8,5;6,25;;;;7,4;
528;37000528;Nam;2;Kha;Tot;7,9;01;002;6,6;5,75;;;;8,25;7,75;9,25;4,2;
529;37000529;Nam;2;;;;01;900;9;;9;9;;;;;;
530;37000530;Nam;2;Kha;Tot;7,2;01;002;7,4;5,75;7;3,75;4,25;;;;6,6;
531;37000531;Nam;2;Kha;Tot;8,3;01;002;8,6;5;7;4,5;4,75;;;;8;
532;37000532;Nam;2;Kha;Tot;7,5;01;002;7,2;6;;;;4;5;6,5;6,4;
533;37000533;Nam;2;Kha;Tot;7,8;01;002;6,4;6,75;6,25;5,25;5,5;;;;6,6;
534;37000534;Nam;2;;;;01;900;4,2;3,5;;;;2,5;;;;
535;37000535;Nam;2;Trung binh;Tot;7;01;002;7,8;7,75;;;;5,75;7,75;7,25;5,4;
536;37000536;Nam;2;Kha;Tot;7,1;01;002;6,8;4,5;6,75;6;4,75;;;;3;
537;37000537;Nam;2NT;;;;08;021;8,8;;7,25;4,25;5;;;;;
538;37000538;Nam;2;;;;01;001;8,6;;6,5;8,25;8,25;;;;;
539;37000539;Nam;2;;;;01;900;6,4;4,5;;;;2,5;;;;
540;37000540;Nam;1;;;;07;900;5,4;5,75;;;;6;;;;
541;37000541;Nam;2;Kha;Tot;7,1;01;002;7,2;6;;;;3,5;6,5;9;4,6;
542;37000542;Nam;2;Kha;Tot;7,7;01;002;7,6;5;7,75;6,75;3,5;;;;7,4;
543;37000543;Nam;1;;;;04;900;8,2;6,75;;;;8,5;;;;
544;37000544;Nam;2;Trung binh;Tot;6,7;01;002;7,2;5,25;7,75;3,5;4,75;;;;5,8;
545;37000545;Nam;2;Kha;Tot;7,1;01;002;8;4,25;6,5;3;4,25;;;;7,2;
546;37000546;Nam;2;Kha;Tot;7,5;01;002;8,2;5,75;8,25;8,25;7;;;;5,6;
547;37000547;Nam;2;Kha;Tot;7,4;01;002;7,6;6,25;5;6,5;6,5;;;;6,8;
548;37000548;Nu;2;Kha;Tot;7,8;01;002;7;7,25;;;;6,25;7,5;8,75;6;
